Country/Region,Year-Month,Case
Angola,2020-10-01,233349
Angola,2020-11-01,404417
Angola,2020-12-01,508018
Angola,2021-01-01,580289
Angola,2021-02-01,569508
Angola,2021-03-01,666295
Angola,2021-04-01,726071
Angola,2021-05-01,948207
Angola,2021-06-01,1109740
Angola,2021-07-01,1260968
Angola,2021-08-01,1394599
Angola,2021-09-01,1552460
Angola,2021-10-01,1479939
Antigua and Barbuda,2020-01-01,0
Antigua and Barbuda,2020-02-01,0
Antigua and Barbuda,2020-03-01,61
Antigua and Barbuda,2020-04-01,617
Antigua and Barbuda,2020-05-01,776
Antigua and Barbuda,2020-06-01,1026
Antigua and Barbuda,2020-07-01,2366
Antigua and Barbuda,2020-08-01,2881
Antigua and Barbuda,2020-09-01,2886
Antigua and Barbuda,2020-10-01,3586
Antigua and Barbuda,2020-11-01,4047
Antigua and Barbuda,2020-12-01,4656
Antigua and Barbuda,2021-01-01,5759
Antigua and Barbuda,2021-02-01,12957
Antigua and Barbuda,2021-03-01,30085
Antigua and Barbuda,2021-04-01,36073
Antigua and Barbuda,2021-05-01,38611
Antigua and Barbuda,2021-06-01,37885
Antigua and Barbuda,2021-07-01,39480
Antigua and Barbuda,2021-08-01,44775
Antigua and Barbuda,2021-09-01,71908
Antigua and Barbuda,2021-10-01,90267
Argentina,2020-01-01,0
Argentina,2020-02-01,0
Argentina,2020-03-01,6529
Argentina,2020-04-01,77576
Argentina,2020-05-01,275556
Argentina,2020-06-01,1091252
Argentina,2020-07-01,3728771
Argentina,2020-08-01,9244163
Argentina,2020-09-01,17545982
Argentina,2020-10-01,29922509
Argentina,2020-11-01,39307295
Argentina,2020-12-01,47136788
Argentina,2021-01-01,55312462
Argentina,2021-02-01,56733848
Argentina,2021-03-01,68713761
Argentina,2021-04-01,79416752
Argentina,2021-05-01,103825064
Argentina,2021-06-01,125059837
Argentina,2021-07-01,146386195
Argentina,2021-08-01,157553999
Argentina,2021-09-01,156899177
Argentina,2021-10-01,126453336
Armenia,2020-01-01,0
Armenia,2020-02-01,0
Armenia,2020-03-01,4099
Armenia,2020-04-01,36511
Armenia,2020-05-01,151445
Armenia,2020-06-01,520967
Armenia,2020-07-01,1026463
Armenia,2020-08-01,1286089
Armenia,2020-09-01,1398359
Armenia,2020-10-01,2012415
Armenia,2020-11-01,3480514
Armenia,2020-12-01,4636215
Armenia,2021-01-01,5076072
Armenia,2021-02-01,4741148
Armenia,2021-03-01,5603135
Armenia,2021-04-01,6176164
Armenia,2021-05-01,6831987
Armenia,2021-06-01,6716751
Armenia,2021-07-01,7046137
Armenia,2021-08-01,7298355
Armenia,2021-09-01,7541311
Armenia,2021-10-01,6633438
Australia,2020-01-01,38
Australia,2020-02-01,431
Australia,2020-03-01,35679
Australia,2020-04-01,188206
Australia,2020-05-01,217625
Australia,2020-06-01,222611
Australia,2020-07-01,361720
Australia,2020-08-01,711091
Australia,2020-09-01,800899
Australia,2020-10-01,848364
Australia,2020-11-01,832514
Australia,2020-12-01,872046
Australia,2021-01-01,889012
Australia,2021-02-01,809190
Australia,2021-03-01,903649
Australia,2021-04-01,885710
Australia,2021-05-01,929238
Australia,2021-06-01,909575
Australia,2021-07-01,992468
Australia,2021-08-01,1300889
Australia,2021-09-01,2437687
Australia,2021-10-01,3240370
Austria,2020-01-01,0
Austria,2020-02-01,19
Austria,2020-03-01,84802
Austria,2020-04-01,417242
Austria,2020-05-01,500479
Austria,2020-06-01,515592
Austria,2020-07-01,600464
Austria,2020-08-01,735971
Austria,2020-09-01,1058863
Austria,2020-10-01,2039236
Austria,2020-11-01,6048662
Austria,2020-12-01,10147084
Austria,2021-01-01,12102376
Austria,2021-02-01,12191179
Austria,2021-03-01,15518627
Austria,2021-04-01,17593916
Austria,2021-05-01,19700766
Austria,2021-06-01,19456014
Austria,2021-07-01,20262301
Austria,2021-08-01,20808835
Austria,2021-09-01,21491965
Austria,2021-10-01,18426188
Azerbaijan,2020-01-01,0
Azerbaijan,2020-02-01,0
Azerbaijan,2020-03-01,1928
Azerbaijan,2020-04-01,35353
Azerbaijan,2020-05-01,101560
Azerbaijan,2020-06-01,326549
Azerbaijan,2020-07-01,794844
Azerbaijan,2020-08-01,1065366
Azerbaijan,2020-09-01,1156339
Azerbaijan,2020-10-01,1403733
Azerbaijan,2020-11-01,2434291
Azerbaijan,2020-12-01,5629069
Azerbaijan,2021-01-01,7006474
Azerbaijan,2021-02-01,6502320
Azerbaijan,2021-03-01,7560926
Azerbaijan,2021-04-01,8816077
Azerbaijan,2021-05-01,10199768
Azerbaijan,2021-06-01,10056668
Azerbaijan,2021-07-01,10497023
Azerbaijan,2021-08-01,11654596
Azerbaijan,2021-09-01,13861812
Azerbaijan,2021-10-01,11927066
Bahamas,2020-01-01,0
Bahamas,2020-02-01,0
Bahamas,2020-03-01,99
Bahamas,2020-04-01,1578
Bahamas,2020-05-01,2933
Bahamas,2020-06-01,3100
Bahamas,2020-07-01,6403
Bahamas,2020-08-01,41780
Bahamas,2020-09-01,93104
Bahamas,2020-10-01,170339
Bahamas,2020-11-01,215718
Bahamas,2020-12-01,238552
Bahamas,2021-01-01,249177
Bahamas,2021-02-01,233940
Bahamas,2021-03-01,271796
Bahamas,2021-04-01,289640
Bahamas,2021-05-01,345301
Bahamas,2021-06-01,366120
Bahamas,2021-07-01,417813
Bahamas,2021-08-01,511668
Bahamas,2021-09-01,592159
Bahamas,2021-10-01,519551
Bahrain,2020-01-01,0
Bahrain,2020-02-01,167
Bahrain,2020-03-01,7765
Bahrain,2020-04-01,48676
Bahrain,2020-05-01,210502
Bahrain,2020-06-01,575360
Bahrain,2020-07-01,1074705
Bahrain,2020-08-01,1447593
Bahrain,2020-09-01,1856231
Bahrain,2020-10-01,2388821
Bahrain,2020-11-01,2539313
Bahrain,2020-12-01,2780573
Bahrain,2021-01-01,3022735
Bahrain,2021-02-01,3165005
Bahrain,2021-03-01,4119520
Bahrain,2021-04-01,4837969
Bahrain,2021-05-01,6338506
Bahrain,2021-06-01,7750838
Bahrain,2021-07-01,8297428
Bahrain,2021-08-01,8399912
Bahrain,2021-09-01,8218534
Bahrain,2021-10-01,6619984
Bangladesh,2020-01-01,0
Bangladesh,2020-02-01,0
Bangladesh,2020-03-01,546
Bangladesh,2020-04-01,70283
Bangladesh,2020-05-01,731311
Bangladesh,2020-06-01,2836656
Bangladesh,2020-07-01,6049862
Bangladesh,2020-08-01,8565945
Bangladesh,2020-09-01,10232791
Bangladesh,2020-10-01,11965030
Bangladesh,2020-11-01,13055589
Bangladesh,2020-12-01,15301465
Bangladesh,2021-01-01,16311378
Bangladesh,2021-02-01,15145689
Bangladesh,2021-03-01,17583288
Bangladesh,2021-04-01,21032790
Bangladesh,2021-05-01,24211558
Bangladesh,2021-06-01,25289802
Bangladesh,2021-07-01,33434499
Bangladesh,2021-08-01,43755097
Bangladesh,2021-09-01,46037544
Bangladesh,2021-10-01,37515400
Barbados,2020-01-01,0
Barbados,2020-02-01,0
Barbados,2020-03-01,255
Barbados,2020-04-01,2071
Barbados,2020-05-01,2697
Barbados,2020-06-01,2860
Barbados,2020-07-01,3209
Barbados,2020-08-01,4654
Barbados,2020-09-01,5515
Barbados,2020-10-01,6692
Barbados,2020-11-01,7563
Barbados,2020-12-01,9713
Barbados,2021-01-01,32342
Barbados,2021-02-01,63279
Barbados,2021-03-01,106483
Barbados,2021-04-01,112693
Barbados,2021-05-01,122770
Barbados,2021-06-01,121317
Barbados,2021-07-01,131162
Barbados,2021-08-01,142637
Barbados,2021-09-01,191196
Barbados,2021-10-01,281586
Belarus,2020-01-01,0
Belarus,2020-02-01,2
Belarus,2020-03-01,1465
Belarus,2020-04-01,150554
Belarus,2020-05-01,888892
Belarus,2020-06-01,1626878
Belarus,2020-07-01,2029325
Belarus,2020-08-01,2159686
Belarus,2020-09-01,2246305
Belarus,2020-10-01,2701983
Belarus,2020-11-01,3481029
Belarus,2020-12-01,5144839
Belarus,2021-01-01,6908021
Belarus,2021-02-01,7520716
Belarus,2021-03-01,9451715
Belarus,2021-04-01,10229519
Belarus,2021-05-01,11683891
Belarus,2021-06-01,12206318
Belarus,2021-07-01,13396842
Belarus,2021-08-01,14349120
Belarus,2021-09-01,15302106
Belarus,2021-10-01,13510150
Belgium,2020-01-01,0
Belgium,2020-02-01,26
Belgium,2020-03-01,89009
Belgium,2020-04-01,993613
Belgium,2020-05-01,1688377
Belgium,2020-06-01,1801706
Belgium,2020-07-01,1979139
Belgium,2020-08-01,2409779
Belgium,2020-09-01,2955815
Belgium,2020-10-01,7060830
Belgium,2020-11-01,15807456
Belgium,2020-12-01,19046283
Belgium,2021-01-01,20983559
Belgium,2021-02-01,20733707
Belgium,2021-03-01,25421637
Belgium,2021-04-01,28207302
Belgium,2021-05-01,31954849
Belgium,2021-06-01,32292651
Belgium,2021-07-01,34201841
Belgium,2021-08-01,35802514
Belgium,2021-09-01,36463705
Belgium,2021-10-01,30593398
Belize,2020-01-01,0
Belize,2020-02-01,0
Belize,2020-03-01,18
Belize,2020-04-01,411
Belize,2020-05-01,558
Belize,2020-06-01,633
Belize,2020-07-01,1208
Belize,2020-08-01,13861
Belize,2020-09-01,45432
Belize,2020-10-01,84329
Belize,2020-11-01,142741
Belize,2020-12-01,285706
Belize,2021-01-01,355291
Belize,2021-02-01,340198
Belize,2021-03-01,383735
Belize,2021-04-01,376175
Belize,2021-05-01,394656
Belize,2021-06-01,389860
Belize,2021-07-01,424629
Belize,2021-08-01,468078
Belize,2021-09-01,548929
Belize,2021-10-01,555552
Benin,2020-01-01,0
Benin,2020-02-01,0
Benin,2020-03-01,68
Benin,2020-04-01,1178
Benin,2020-05-01,6566
Benin,2020-06-01,17757
Benin,2020-07-01,46022
Benin,2020-08-01,62855
Benin,2020-09-01,68013
Benin,2020-10-01,76944
Benin,2020-11-01,85621
Benin,2020-12-01,97112
Benin,2021-01-01,107836
Benin,2021-02-01,133911
Benin,2021-03-01,203298
Benin,2021-04-01,227170
Benin,2021-05-01,247227
Benin,2021-06-01,243854
Benin,2021-07-01,256255
Benin,2021-08-01,316592
Benin,2021-09-01,611240
Benin,2021-10-01,584515
Bhutan,2020-01-01,0
Bhutan,2020-02-01,0
Bhutan,2020-03-01,46
Bhutan,2020-04-01,167
Bhutan,2020-05-01,561
Bhutan,2020-06-01,1897
Bhutan,2020-07-01,2700
Bhutan,2020-08-01,4396
Bhutan,2020-09-01,7485
Bhutan,2020-10-01,9919
Bhutan,2020-11-01,11234
Bhutan,2020-12-01,15035
Bhutan,2021-01-01,25294
Bhutan,2021-02-01,24183
Bhutan,2021-03-01,26933
Bhutan,2021-04-01,28670
Bhutan,2021-05-01,40790
Bhutan,2021-06-01,55636
Bhutan,2021-07-01,73044
Bhutan,2021-08-01,79586
Bhutan,2021-09-01,77918
Bhutan,2021-10-01,62723
Bolivia,2020-01-01,0
Bolivia,2020-02-01,0
Bolivia,2020-03-01,682
Bolivia,2020-04-01,14801
Bolivia,2020-05-01,137671
Bolivia,2020-06-01,614758
Bolivia,2020-07-01,1700323
Bolivia,2020-08-01,3085662
Bolivia,2020-09-01,3821303
Bolivia,2020-10-01,4317118
Bolivia,2020-11-01,4298716
Bolivia,2020-12-01,4637462
Bolivia,2021-01-01,5778389
Bolivia,2021-02-01,6603704
Bolivia,2021-03-01,8093271
Bolivia,2021-04-01,8619557
Bolivia,2021-05-01,10363122
Bolivia,2021-06-01,12302095
Bolivia,2021-07-01,14228324
Bolivia,2021-08-01,14967434
Bolivia,2021-09-01,14877769
Bolivia,2021-10-01,12119807
Bosnia and Herzegovina,2020-01-01,0
Bosnia and Herzegovina,2020-02-01,0
Bosnia and Herzegovina,2020-03-01,2826
Bosnia and Herzegovina,2020-04-01,33408
Bosnia and Herzegovina,2020-05-01,68816
Bosnia and Herzegovina,2020-06-01,95167
Bosnia and Herzegovina,2020-07-01,241630
Bosnia and Herzegovina,2020-08-01,494986
Bosnia and Herzegovina,2020-09-01,721110
Bosnia and Herzegovina,2020-10-01,1082304
Bosnia and Herzegovina,2020-11-01,2143108
Bosnia and Herzegovina,2020-12-01,3166283
Bosnia and Herzegovina,2021-01-01,3632102
Bosnia and Herzegovina,2021-02-01,3535303
Bosnia and Herzegovina,2021-03-01,4584265
Bosnia and Herzegovina,2021-04-01,5603125
Bosnia and Herzegovina,2021-05-01,6260450
Bosnia and Herzegovina,2021-06-01,6139936
Bosnia and Herzegovina,2021-07-01,6363599
Bosnia and Herzegovina,2021-08-01,6461871
Bosnia and Herzegovina,2021-09-01,6727653
Bosnia and Herzegovina,2021-10-01,5808603
Botswana,2020-01-01,0
Botswana,2020-02-01,0
Botswana,2020-03-01,7
Botswana,2020-04-01,437
Botswana,2020-05-01,843
Botswana,2020-06-01,2211
Botswana,2020-07-01,14959
Botswana,2020-08-01,37084
Botswana,2020-09-01,73122
Botswana,2020-10-01,144559
Botswana,2020-11-01,261748
Botswana,2020-12-01,398982
Botswana,2021-01-01,556279
Botswana,2021-02-01,715384
Botswana,2021-03-01,1087347
Botswana,2021-04-01,1315455
Botswana,2021-05-01,1563753
Botswana,2021-06-01,1860810
Botswana,2021-07-01,2687022
Botswana,2021-08-01,4276527
Botswana,2021-09-01,5061795
Botswana,2021-10-01,4362032
Brazil,2020-01-01,0
Brazil,2020-02-01,5
Brazil,2020-03-01,37127
Brazil,2020-04-01,1048506
Brazil,2020-05-01,7944285
Brazil,2020-06-01,28161222
Brazil,2020-07-01,62641865
Brazil,2020-08-01,102903896
Brazil,2020-09-01,132059962
Brazil,2020-10-01,160991539
Brazil,2020-11-01,176837421
Brazil,2020-12-01,218249737
Brazil,2021-01-01,261187142
Brazil,2021-02-01,276456100
Brazil,2021-03-01,361059664
Brazil,2021-04-01,412565115
Brazil,2021-05-01,484537597
Brazil,2021-06-01,528296962
Brazil,2021-07-01,597970620
Brazil,2021-08-01,631977559
Brazil,2021-09-01,633288693
Brazil,2021-10-01,518247235
Brunei,2020-01-01,0
Brunei,2020-02-01,0
Brunei,2020-03-01,1688
Brunei,2020-04-01,4089
Brunei,2020-05-01,4354
Brunei,2020-06-01,4230
Brunei,2020-07-01,4371
Brunei,2020-08-01,4416
Brunei,2020-09-01,4355
Brunei,2020-10-01,4554
Brunei,2020-11-01,4455
Brunei,2020-12-01,4715
Brunei,2021-01-01,5379
Brunei,2021-02-01,5133
Brunei,2021-03-01,6155
Brunei,2021-04-01,6588
Brunei,2021-05-01,7230
Brunei,2021-06-01,7522
Brunei,2021-07-01,9043
Brunei,2021-08-01,35286
Brunei,2021-09-01,142404
Brunei,2021-10-01,230861
Bulgaria,2020-01-01,0
Bulgaria,2020-02-01,0
Bulgaria,2020-03-01,3576
Bulgaria,2020-04-01,25790
Bulgaria,2020-05-01,65828
Bulgaria,2020-06-01,105731
Bulgaria,2020-07-01,254933
Bulgaria,2020-08-01,443823
Bulgaria,2020-09-01,552189
Bulgaria,2020-10-01,962977
Bulgaria,2020-11-01,3044632
Bulgaria,2020-12-01,5636378
Bulgaria,2021-01-01,6550706
Bulgaria,2021-02-01,6492052
Bulgaria,2021-03-01,9012470
Bulgaria,2021-04-01,11402304
Bulgaria,2021-05-01,12813504
Bulgaria,2021-06-01,12616355
Bulgaria,2021-07-01,13114402
Bulgaria,2021-08-01,13546653
Bulgaria,2021-09-01,14345031
Bulgaria,2021-10-01,12775934
Burkina Faso,2020-01-01,0
Burkina Faso,2020-02-01,0
Burkina Faso,2020-03-01,1901
Burkina Faso,2020-04-01,15230
Burkina Faso,2020-05-01,24013
Burkina Faso,2020-06-01,27120
Burkina Faso,2020-07-01,32311
Burkina Faso,2020-08-01,38874
Burkina Faso,2020-09-01,51159
Burkina Faso,2020-10-01,72258
Burkina Faso,2020-11-01,79775
Burkina Faso,2020-12-01,143616
Burkina Faso,2021-01-01,275921
Burkina Faso,2021-02-01,322977
Burkina Faso,2021-03-01,384211
Burkina Faso,2021-04-01,391736
Burkina Faso,2021-05-01,415078
Burkina Faso,2021-06-01,403851
Burkina Faso,2021-07-01,419321
Burkina Faso,2021-08-01,423917
Burkina Faso,2021-09-01,419774
Burkina Faso,2021-10-01,349603
Burma,2020-01-01,0
Burma,2020-02-01,0
Burma,2020-03-01,55
Burma,2020-04-01,2408
Burma,2020-05-01,5780
Burma,2020-06-01,8018
Burma,2020-07-01,10335
Burma,2020-08-01,13862
Burma,2020-09-01,150402
Burma,2020-10-01,1037537
Burma,2020-11-01,2128623
Burma,2020-12-01,3427806
Burma,2021-01-01,4135212
Burma,2021-02-01,3962034
Burma,2021-03-01,4407423
Burma,2021-04-01,4278611
Burma,2021-05-01,4436743
Burma,2021-06-01,4429479
Burma,2021-07-01,6891196
Burma,2021-08-01,10985696
Burma,2021-09-01,13127175
Burma,2021-10-01,11552321
Burundi,2020-01-01,0
Burundi,2020-02-01,0
Burundi,2020-03-01,2
Burundi,2020-04-01,183
Burundi,2020-05-01,889
Burundi,2020-06-01,3219
Burundi,2020-07-01,8597
Burundi,2020-08-01,12907
Burundi,2020-09-01,14171
Burundi,2020-10-01,16650
Burundi,2020-11-01,19096
Burundi,2020-12-01,23099
Burundi,2021-01-01,36863
Burundi,2021-02-01,52468
Burundi,2021-03-01,77229
Burundi,2021-04-01,102093
Burundi,2021-05-01,134800
Burundi,2021-06-01,152959
Burundi,2021-07-01,184393
Burundi,2021-08-01,304068
Burundi,2021-09-01,433981
Burundi,2021-10-01,461365
Cabo Verde,2020-01-01,0
Cabo Verde,2020-02-01,0
Cabo Verde,2020-03-01,49
Cabo Verde,2020-04-01,1423
Cabo Verde,2020-05-01,9336
Cabo Verde,2020-06-01,23482
Cabo Verde,2020-07-01,58038
Cabo Verde,2020-08-01,98700
Cabo Verde,2020-09-01,148629
Cabo Verde,2020-10-01,232518
Cabo Verde,2020-11-01,295451
Cabo Verde,2020-12-01,353444
Cabo Verde,2021-01-01,399245
Cabo Verde,2021-02-01,412799
Cabo Verde,2021-03-01,504501
Cabo Verde,2021-04-01,604208
Cabo Verde,2021-05-01,860060
Cabo Verde,2021-06-01,950605
Cabo Verde,2021-07-01,1029303
Cabo Verde,2021-08-01,1068665
Cabo Verde,2021-09-01,1101939
Cabo Verde,2021-10-01,909933
Cambodia,2020-01-01,5
Cambodia,2020-02-01,29
Cambodia,2020-03-01,1225
Cambodia,2020-04-01,3583
Cambodia,2020-05-01,3804
Cambodia,2020-06-01,3885
Cambodia,2020-07-01,5473
Cambodia,2020-08-01,8173
Cambodia,2020-09-01,8247
Cambodia,2020-10-01,8809
Cambodia,2020-11-01,9085
Cambodia,2020-12-01,11076
Cambodia,2021-01-01,13195
Cambodia,2021-02-01,15201
Cambodia,2021-03-01,46744
Cambodia,2021-04-01,189155
Cambodia,2021-05-01,687710
Cambodia,2021-06-01,1204307
Cambodia,2021-07-01,2015636
Cambodia,2021-08-01,2662445
Cambodia,2021-09-01,3062547
Cambodia,2021-10-01,2770639
Cameroon,2020-01-01,0
Cameroon,2020-02-01,0
Cameroon,2020-03-01,1067
Cameroon,2020-04-01,30497
Cameroon,2020-05-01,109504
Cameroon,2020-06-01,295083
Cameroon,2020-07-01,477610
Cameroon,2020-08-01,570225
Cameroon,2020-09-01,606411
Cameroon,2020-10-01,662489
Cameroon,2020-11-01,690210
Cameroon,2020-12-01,788845
Cameroon,2021-01-01,867295
Cameroon,2021-02-01,910920
Cameroon,2021-03-01,1255724
Cameroon,2021-04-01,1886280
Cameroon,2021-05-01,2352287
Cameroon,2021-06-01,2399758
Cameroon,2021-07-01,2521936
Cameroon,2021-08-01,2558000
Cameroon,2021-09-01,2559342
Cameroon,2021-10-01,2321454
Canada,2020-01-01,12
Canada,2020-02-01,239
Canada,2020-03-01,58816
Canada,2020-04-01,977776
Canada,2020-05-01,2392456
Canada,2020-06-01,3015280
Canada,2020-07-01,3460240
Canada,2020-08-01,3850908
Canada,2020-09-01,4305850
Canada,2020-10-01,6164000
Canada,2020-11-01,9177084
Canada,2020-12-01,15106668
Canada,2021-01-01,21720226
Canada,2021-02-01,23279070
Canada,2021-03-01,28662993
Canada,2021-04-01,33268715
Canada,2021-05-01,41170719
Canada,2021-06-01,42325521
Canada,2021-07-01,44341945
Canada,2021-08-01,45460736
Canada,2021-09-01,47080125
Canada,2021-10-01,40196506
Central African Republic,2020-01-01,0
Central African Republic,2020-02-01,0
Central African Republic,2020-03-01,41
Central African Republic,2020-04-01,444
Central African Republic,2020-05-01,11339
Central African Republic,2020-06-01,70765
Central African Republic,2020-07-01,134487
Central African Republic,2020-08-01,144485
Central African Republic,2020-09-01,143052
Central African Republic,2020-10-01,150498
Central African Republic,2020-11-01,146812
Central African Republic,2020-12-01,153026
Central African Republic,2021-01-01,154155
Central African Republic,2021-02-01,139885
Central African Republic,2021-03-01,156694
Central African Republic,2021-04-01,173004
Central African Republic,2021-05-01,212320
Central African Republic,2021-06-01,213344
Central African Republic,2021-07-01,221470
Central African Republic,2021-08-01,311854
Central African Republic,2021-09-01,339724
Central African Republic,2021-10-01,274491
Chad,2020-01-01,0
Chad,2020-02-01,0
Chad,2020-03-01,35
Chad,2020-04-01,797
Chad,2020-05-01,14051
Chad,2020-06-01,25427
Chad,2020-07-01,27639
Chad,2020-08-01,29949
Chad,2020-09-01,33155
Chad,2020-10-01,41806
Chad,2020-11-01,47873
Chad,2020-12-01,57171
Chad,2021-01-01,86880
Chad,2021-02-01,102859
Chad,2021-03-01,133784
Chad,2021-04-01,140453
Chad,2021-05-01,151708
Chad,2021-06-01,148325
Chad,2021-07-01,153782
Chad,2021-08-01,154463
Chad,2021-09-01,150546
Chad,2021-10-01,121435
Chile,2020-01-01,0
Chile,2020-02-01,14
Chile,2020-03-01,18796
Chile,2020-04-01,285413
Chile,2020-05-01,1763115
Chile,2020-06-01,6291295
Chile,2020-07-01,9987599
Chile,2020-08-01,11936049
Chile,2020-09-01,13147124
Chile,2020-10-01,15134758
Chile,2020-11-01,15945192
Chile,2020-12-01,17938094
Chile,2021-01-01,20661911
Chile,2021-02-01,21754084
Chile,2021-03-01,28062147
Chile,2021-04-01,33124646
Chile,2021-05-01,39934689
Chile,2021-06-01,44517883
Chile,2021-07-01,49388121
Chile,2021-08-01,50497566
Chile,2021-09-01,49380560
Chile,2021-10-01,39985292
China,2020-01-01,38008
China,2020-02-01,1633361
China,2020-03-01,2515426
China,2020-04-01,2500143
China,2020-05-01,2605281
China,2020-06-01,2532679
China,2020-07-01,2654943
China,2020-08-01,2764441
China,2020-09-01,2707451
China,2020-10-01,2818977
China,2020-11-01,2758806
China,2020-12-01,2931959
China,2021-01-01,3035071
China,2021-02-01,2816372
China,2021-03-01,3143003
China,2021-04-01,3064656
China,2021-05-01,3185253
China,2021-06-01,3102825
China,2021-07-01,3233295
China,2021-08-01,3297532
China,2021-09-01,3232347
China,2021-10-01,2611709
Colombia,2020-01-01,0
Colombia,2020-02-01,0
Colombia,2020-03-01,6190
Colombia,2020-04-01,101704
Colombia,2020-05-01,492214
Colombia,2020-06-01,1745908
Colombia,2020-07-01,5680255
Colombia,2020-08-01,14415644
Colombia,2020-09-01,21951355
Colombia,2020-10-01,29377177
Colombia,2020-11-01,35993382
Colombia,2020-12-01,45578807
Colombia,2021-01-01,58374546
Colombia,2021-02-01,61356188
Colombia,2021-03-01,71861747
Colombia,2021-04-01,78567887
Colombia,2021-05-01,96787228
Colombia,2021-06-01,114783882
Colombia,2021-07-01,141879726
Colombia,2021-08-01,150806745
Colombia,2021-09-01,148051211
Colombia,2021-10-01,119414513
Comoros,2020-01-01,0
Comoros,2020-02-01,0
Comoros,2020-03-01,0
Comoros,2020-04-01,1
Comoros,2020-05-01,1116
Comoros,2020-06-01,5961
Comoros,2020-07-01,10233
Comoros,2020-08-01,12580
Comoros,2020-09-01,13863
Comoros,2020-10-01,15608
Comoros,2020-11-01,17436
Comoros,2020-12-01,20497
Comoros,2021-01-01,51485
Comoros,2021-02-01,92325
Comoros,2021-03-01,112884
Comoros,2021-04-01,113736
Comoros,2021-05-01,119742
Comoros,2021-06-01,117038
Comoros,2021-07-01,123897
Comoros,2021-08-01,125299
Comoros,2021-09-01,123082
Comoros,2021-10-01,100183
Congo (Brazzaville),2020-01-01,0
Congo (Brazzaville),2020-02-01,0
Congo (Brazzaville),2020-03-01,97
Congo (Brazzaville),2020-04-01,3419
Congo (Brazzaville),2020-05-01,12105
Congo (Brazzaville),2020-06-01,25460
Congo (Brazzaville),2020-07-01,73328
Congo (Brazzaville),2020-08-01,116513
Congo (Brazzaville),2020-09-01,146292
Congo (Brazzaville),2020-10-01,159997
Congo (Brazzaville),2020-11-01,165519
Congo (Brazzaville),2020-12-01,193968
Congo (Brazzaville),2021-01-01,232416
Congo (Brazzaville),2021-02-01,234475
Congo (Brazzaville),2021-03-01,290998
